id,age_group,occupation,income,preference,frequency,price_sensitivity,brand_preference,brand_loyalty,persona_description
100,35-44,Service/Blue,5349,Latte,Medium,High,Tims,0.44,你是一名35-44岁的Service/Blue，生活在上海。月收入约5349元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.44。
101,25-34,White Collar,15394,Latte,High,Medium,Luckin,0.66,你是一名25-34岁的White Collar，生活在上海。月收入约15394元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.66。
102,45-54,Freelance,8023,Specialty,Medium,Medium,Luckin,0.66,你是一名45-54岁的Freelance，生活在上海。月收入约8023元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.66。
103,65+,Retired,5456,Americano,Low,High,Manner,0.7,你是一名65+岁的Retired，生活在上海。月收入约5456元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.7。
104,25-34,Tech/Finance,27971,Latte,High,Low,Luckin,0.68,你是一名25-34岁的Tech/Finance，生活在上海。月收入约27971元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.68。
105,35-44,Tech/Finance,26443,Americano,High,Low,Luckin,0.57,你是一名35-44岁的Tech/Finance，生活在上海。月收入约26443元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.57。
106,35-44,Service/Blue,5631,Latte,Medium,High,Luckin,0.55,你是一名35-44岁的Service/Blue，生活在上海。月收入约5631元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.55。
107,45-54,Service/Blue,6819,Latte,Medium,High,Luckin,0.33,你是一名45-54岁的Service/Blue，生活在上海。月收入约6819元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.33。
108,35-44,Freelance,9804,Latte,Medium,Medium,Luckin,0.52,你是一名35-44岁的Freelance，生活在上海。月收入约9804元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.52。
109,35-44,Tech/Finance,13270,Latte,High,Medium,MStand,0.57,你是一名35-44岁的Tech/Finance，生活在上海。月收入约13270元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对M Stand有一定偏好，品牌忠诚度约0.57。
110,65+,Freelance,5602,Americano,Medium,High,Arabica,0.68,你是一名65+岁的Freelance，生活在上海。月收入约5602元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对%ARABICA有一定偏好，品牌忠诚度约0.68。
111,25-34,Tech/Finance,29224,Latte,High,Low,Luckin,0.53,你是一名25-34岁的Tech/Finance，生活在上海。月收入约29224元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.53。
112,25-34,White Collar,14928,Americano,High,Medium,Luckin,0.63,你是一名25-34岁的White Collar，生活在上海。月收入约14928元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.63。
113,25-34,Service/Blue,6120,Specialty,High,High,Luckin,0.48,你是一名25-34岁的Service/Blue，生活在上海。月收入约6120元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.48。
114,45-54,Service/Blue,4397,Latte,Medium,High,Luckin,0.24,你是一名45-54岁的Service/Blue，生活在上海。月收入约4397元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.24。
115,25-34,Tech/Finance,18547,Americano,High,Medium,Nowwa,0.33,你是一名25-34岁的Tech/Finance，生活在上海。月收入约18547元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.33。
116,35-44,White Collar,8587,Latte,High,Medium,Luckin,0.62,你是一名35-44岁的White Collar，生活在上海。月收入约8587元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.62。
117,35-44,Service/Blue,5772,Americano,Medium,High,Manner,0.37,你是一名35-44岁的Service/Blue，生活在上海。月收入约5772元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.37。
118,35-44,White Collar,12415,Latte,High,Medium,Luckin,0.63,你是一名35-44岁的White Collar，生活在上海。月收入约12415元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.63。
119,25-34,Freelance,3991,Specialty,High,High,BluebottleC,0.34,你是一名25-34岁的Freelance，生活在上海。月收入约3991元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对蓝瓶咖啡有一定偏好，品牌忠诚度约0.34。
120,35-44,White Collar,16846,Latte,High,Medium,Manner,0.24,你是一名35-44岁的White Collar，生活在上海。月收入约16846元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.24。
121,55-64,Freelance,9301,Americano,Medium,Medium,Starbucks,0.78,你是一名55-64岁的Freelance，生活在上海。月收入约9301元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.78。
122,65+,Freelance,18365,Americano,Medium,Medium,Luckin,0.45,你是一名65+岁的Freelance，生活在上海。月收入约18365元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.45。
123,45-54,Service/Blue,4805,Specialty,Medium,High,Yongbo,0.49,你是一名45-54岁的Service/Blue，生活在上海。月收入约4805元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.49。
124,35-44,Tech/Finance,19192,Latte,High,Medium,Luckin,0.49,你是一名35-44岁的Tech/Finance，生活在上海。月收入约19192元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.49。
125,55-64,Retired,8683,Americano,Low,Medium,Starbucks,0.22,你是一名55-64岁的Retired，生活在上海。月收入约8683元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.22。
126,25-34,Tech/Finance,23862,Americano,High,Medium,Seesaw,0.49,你是一名25-34岁的Tech/Finance，生活在上海。月收入约23862元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.49。
127,65+,Freelance,17029,Tea,Medium,Medium,Starbucks,0.49,你是一名65+岁的Freelance，生活在上海。月收入约17029元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.49。
128,35-44,Tech/Finance,24371,Latte,High,Medium,Manner,0.21,你是一名35-44岁的Tech/Finance，生活在上海。月收入约24371元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.21。
129,65+,Retired,6393,Tea,Low,High,Yongbo,0.35,你是一名65+岁的Retired，生活在上海。月收入约6393元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.35。
130,45-54,Service/Blue,10660,Americano,Medium,Medium,Starbucks,0.28,你是一名45-54岁的Service/Blue，生活在上海。月收入约10660元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.28。
131,18-24,White Collar,9597,Latte,High,Medium,Seesaw,0.55,你是一名18-24岁的White Collar，生活在上海。月收入约9597元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.55。
132,45-54,Service/Blue,7379,Americano,Medium,High,Luckin,0.43,你是一名45-54岁的Service/Blue，生活在上海。月收入约7379元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.43。
133,65+,Retired,5653,Tea,Low,High,Nowwa,0.28,你是一名65+岁的Retired，生活在上海。月收入约5653元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.28。
134,25-34,White Collar,9748,Specialty,High,Medium,Luckin,0.75,你是一名25-34岁的White Collar，生活在上海。月收入约9748元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.75。
135,65+,Retired,7155,Americano,Low,High,Luckin,0.71,你是一名65+岁的Retired，生活在上海。月收入约7155元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.71。
136,25-34,White Collar,15342,Latte,High,Medium,Luckin,0.39,你是一名25-34岁的White Collar，生活在上海。月收入约15342元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.39。
137,55-64,Retired,5563,Tea,Low,High,Luckin,0.42,你是一名55-64岁的Retired，生活在上海。月收入约5563元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.42。
138,25-34,Student,1520,Latte,High,High,Starbucks,0.55,你是一名25-34岁的Student，生活在上海。月收入约1520元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.55。
139,25-34,Tech/Finance,29964,Latte,High,Low,Luckin,0.69,你是一名25-34岁的Tech/Finance，生活在上海。月收入约29964元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.69。
140,45-54,White Collar,8497,Americano,High,Medium,Luckin,0.25,你是一名45-54岁的White Collar，生活在上海。月收入约8497元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.25。
141,45-54,White Collar,17557,Latte,High,Medium,PiYe,0.24,你是一名45-54岁的White Collar，生活在上海。月收入约17557元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对皮爷咖啡有一定偏好，品牌忠诚度约0.24。
142,45-54,Service/Blue,6226,Latte,Medium,High,Starbucks,0.68,你是一名45-54岁的Service/Blue，生活在上海。月收入约6226元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.68。
143,25-34,Service/Blue,6016,Americano,High,High,Luckin,0.78,你是一名25-34岁的Service/Blue，生活在上海。月收入约6016元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.78。
144,25-34,Service/Blue,6227,Specialty,High,High,Yongbo,0.38,你是一名25-34岁的Service/Blue，生活在上海。月收入约6227元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.38。
